title,description,views,likes,dislikes,comments,tags
Self-care over Christmas,"Juggling revision, great-aunt visiting, coursework and Christmas parties over the holidays? Make sure you also allow yourself time to rest and relax. Wellbeing Counsellor, Kathy O’Connor, spoke with Student Communication Ambassador, Emma Azhashemi, about the importance of self-care over Christmas (and on every over day of the year too!)


Music: www.bensound.com",98,1,0,0,"University of exeter,exeter uni,exeter university,student life,undergraduate,postgraduate,degree,studying,university life"
Looking ahead to life after University this Christmas?,"Looking ahead to life after University this Christmas? The first foothold on the ladder to that dream job might be closer than you think says Employability and Placements Adviser, Steph Shapland. Find out more here https://www.exeter.ac.uk/careers/


Music: www.bensound.com",67,2,0,0,"University of exeter,exeter uni,exeter university,student life,undergraduate,postgraduate,degree,studying,university life"
Self-care and careers over the holidays,"The holidays can be a busy time balancing social activities with coursework and revision, but it’s important to look after yourself too. Student Communication Ambassador, Emma Azhashemi, got some tips from Employability and Placements Adviser, Steph Shapland and Wellbeing Counsellor, Kathy O’Connor to help. 

Further information on Wellbeing Services can be found here https://www.exeter.ac.uk/wellbeing/

Further information on Career Zone can be found here http://www.exeter.ac.uk/careers/

Please note the Christmas lunch is now fully booked

Music: www.bensound.com",148,2,0,0,"University of exeter,exeter uni,exeter university,student life,undergraduate,postgraduate,degree,studying,university life"
The Environment and Sustainability Institute (ESI) Annual Review 2018/19,"The University of Exeter’s Environment and Sustainability Institute (ESI) is a unique facility bringing together a diverse, interdisciplinary group of researchers dedicated to finding solutions to problems of environmental change. 

Based at the University’s Penryn Campus in Cornwall, our world-class work is enhancing people’s lives by improving their relationships with the environment. 

Find out more: https://www.exeter.ac.uk/esi/",331,9,0,0,"University of exeter,exeter uni,exeter university,student life,undergraduate,postgraduate,degree,studying,university life"
Environment and Climate Emergency Working Group White Paper,"Student Communications Ambassador, Matt Solomons caught up with Professor Juliet Osborne, Director of the Environment and Sustainability Institute at the University of Exeter after her presentation of the Environment and Climate Emergency Working Group White Paper. Find out more https://www.exeter.ac.uk/sustainability/newsandevents/climate/",57,1,0,0,"University of exeter,exeter uni,exeter university,student life,undergraduate,postgraduate,degree,studying,university life"
BA Philosophy,"Dr Tom Roberts talks about what students can expect from Philosophy at Exeter, the wide range of optional modules that are available alongside the core areas of Philosophy such as Chinese, Asian and ancient philosophy and Buddhism. Learn more: http://www.exeter.ac.uk/undergraduate/courses/philosophy/philosophy/",174,2,0,0,"University of exeter,exeter uni,exeter university,student life,undergraduate,postgraduate,degree,studying,university life,philosophy,buddhism"
Undergraduate Politics and IR at Exeter,Dr Stephane Baele discusses the sub fields of political science and international relations that are available to undergraduate students studying politics at Exeter as well as assessment methods and the range of careers available to politics graduates. Learn more: http://socialsciences.exeter.ac.uk/politics/studyingexeter/undergraduate/,184,0,0,0,"University of exeter,exeter uni,exeter university,student life,undergraduate,postgraduate,degree,studying,university life,political science,international relations"
BA Sociology,"Dr Charles Masquelier talks about Sociology at Exeter and the benefits of being based in the department of Sociology, Philosophy and Anthropology along with the range of modules and career paths available with a degree in Sociology. Learn more: http://socialsciences.exeter.ac.uk/sociology/studying/undergraduate/",145,2,0,0,"University of exeter,exeter uni,exeter university,student life,undergraduate,postgraduate,degree,studying,university life,sociology"
BSc Criminology,"Dr Katharine Boyd, discusses Criminology at Exeter including the interdisciplinary aspect of the programme with Sociology and also benefits of being part of the prestigious Q-Step Centre which teaches data analytics to students. Learn more: http://www.exeter.ac.uk/undergraduate/courses/criminology/criminologybsc/",150,0,0,0,"University of exeter,exeter uni,exeter university,student life,undergraduate,postgraduate,degree,studying,university life,criminology,Q-Step centre,data analytics"
BA Anthropology,"Dr Geoffrey Hughes discusses Anthropology at Exeter, including the varied assessment methods, hands on research opportunities and the interdisciplinary approach within the department of Sociology, Philosophy and Anthropology. Learn more: http://www.exeter.ac.uk/undergraduate/courses/anthropology/anthropologyba/",154,1,0,0,"University of exeter,exeter uni,exeter university,student life,undergraduate,postgraduate,degree,studying,university life,anthropology,Sociology,Philosophy and Anthropology,philosophy"
MA Society and Culture,"Dr Christopher Thorpe, Director of MA Society and Culture, talks about what students can expect from the MA Society and Culture and the specialisms that we offer within arts, media and consumption; science and technology; and health and well-being. Learn more: http://socialsciences.exeter.ac.uk/sociology/studying/masters/",140,4,0,0,"University of exeter,exeter uni,exeter university,student life,undergraduate,postgraduate,degree,studying,university life"
Honorary Graduate Eliud Kipchoge,Marathon runner Eliud Kipchoge shares his message for the Class of 2019 after being awarded an Honorary Degree by the University of Exeter,794,19,0,3,"University of exeter,exeter uni,exeter university,student life,undergraduate,postgraduate,degree,studying,university life"
Honorary Graduate Dr Howard Fillit MD,"Dr Howard Fillit shares his message for the class of 2019, and why he's so excited about the future of dementia research, after being awarded an Honorary Degree from the University of Exeter.",37,0,0,0,"University of exeter,exeter uni,exeter university,student life,undergraduate,postgraduate,degree,studying,university life"
